Date,Price
2018-01-24,156.3880441269842
2018-01-25,156.3880441269842
2018-01-26,156.3880441269842
2018-01-29,156.3880441269842
2018-01-30,156.3880441269842
2018-01-31,156.3880441269842
2018-02-01,172.289119122807
2018-02-02,172.289119122807
2018-02-05,172.289119122807
2018-02-06,172.289119122807
2018-02-07,172.289119122807
2018-02-08,172.289119122807
2018-02-09,172.289119122807
2018-02-12,172.289119122807
2018-02-13,172.289119122807
2018-02-14,172.289119122807
2018-02-15,172.289119122807
2018-02-16,172.289119122807
2018-02-19,172.289119122807
2018-02-20,172.289119122807
2018-02-21,172.289119122807
2018-02-22,172.289119122807
2018-02-23,172.289119122807
2018-02-26,172.289119122807
2018-02-27,172.289119122807
2018-02-28,172.289119122807
2018-03-01,180.9188158730159
2018-03-02,180.9188158730159
2018-03-05,180.9188158730159
2018-03-06,180.9188158730159
2018-03-07,180.9188158730159
2018-03-08,180.9188158730159
2018-03-09,180.9188158730159
2018-03-12,180.9188158730159
2018-03-13,180.9188158730159
2018-03-14,180.9188158730159
2018-03-15,180.9188158730159
2018-03-16,180.9188158730159
2018-03-19,180.9188158730159
2018-03-20,180.9188158730159
2018-03-21,180.9188158730159
2018-03-22,180.9188158730159
2018-03-23,180.9188158730159
2018-03-26,180.9188158730159
2018-03-27,180.9188158730159
2018-03-28,180.9188158730159
2018-03-29,180.9188158730159
2018-03-30,180.9188158730159
2018-04-02,180.3764093650793
2018-04-03,180.3764093650793
2018-04-04,180.3764093650793
2018-04-05,180.3764093650793
2018-04-06,180.3764093650793
2018-04-09,180.3764093650793
2018-04-10,180.3764093650793
2018-04-11,180.3764093650793
2018-04-12,180.3764093650793
2018-04-13,180.3764093650793
2018-04-16,180.3764093650793
2018-04-17,180.3764093650793
2018-04-18,180.3764093650793
2018-04-19,180.3764093650793
2018-04-20,180.3764093650793
2018-04-23,180.3764093650793
2018-04-24,180.3764093650793
2018-04-25,180.3764093650793
2018-04-26,180.3764093650793
2018-04-27,180.3764093650793
2018-04-30,180.3764093650793
2018-05-01,192.70383
2018-05-02,192.70383
2018-05-03,192.70383
2018-05-04,192.70383
2018-05-07,192.70383
2018-05-08,192.70383
2018-05-09,192.70383
2018-05-10,192.70383
2018-05-11,192.70383
2018-05-14,192.70383
2018-05-15,192.70383
2018-05-16,192.70383
2018-05-17,192.70383
2018-05-18,192.70383
2018-05-21,192.70383
2018-05-22,192.70383
2018-05-23,192.70383
2018-05-24,192.70383
2018-05-25,192.70383
2018-05-28,192.70383
2018-05-29,192.70383
2018-05-30,192.70383
2018-05-31,192.70383
2018-06-01,193.0792198412698
2018-06-04,193.0792198412698
2018-06-05,193.0792198412698
2018-06-06,193.0792198412698
2018-06-07,193.0792198412698
2018-06-08,193.0792198412698
2018-06-11,193.0792198412698
2018-06-12,193.0792198412698
2018-06-13,193.0792198412698
2018-06-14,193.0792198412698
2018-06-15,193.0792198412698
2018-06-18,193.0792198412698
2018-06-19,193.0792198412698
2018-06-20,193.0792198412698
2018-06-21,193.0792198412698
2018-06-22,193.0792198412698
2018-06-25,193.0792198412698
2018-06-26,193.0792198412698
2018-06-27,193.0792198412698
2018-06-28,193.0792198412698
2018-06-29,193.0792198412698
2018-07-02,196.8060774603175
2018-07-03,196.8060774603175
2018-07-04,196.8060774603175
2018-07-05,196.8060774603175
2018-07-06,196.8060774603175
2018-07-09,196.8060774603175
2018-07-10,196.8060774603175
2018-07-11,196.8060774603175
2018-07-12,196.8060774603175
2018-07-13,196.8060774603175
2018-07-16,196.8060774603175
2018-07-17,196.8060774603175
2018-07-18,196.8060774603175
2018-07-19,196.8060774603175
2018-07-20,196.8060774603175
2018-07-23,196.8060774603175
2018-07-24,196.8060774603175
2018-07-25,196.8060774603175
2018-07-26,196.8060774603175
2018-07-27,196.8060774603175
2018-07-30,196.8060774603175
2018-07-31,196.8060774603175
2018-08-01,211.2920588405797
2018-08-02,211.2920588405797
2018-08-03,211.2920588405797
2018-08-06,211.2920588405797
2018-08-07,211.2920588405797
